0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
3.9189999103546143,2.6909000873565674,0.0,0.0,0.0,0.0,0.0,31.399999618530273,2.0,0.0,0.0,0.0,3.1059999465942383,2.549999952316284,9.001999855041504,0.0,0.9599999785423279,1.1419999599456787,0.0,0.0,0.0,1.2009999752044678,0.0,0.0,0.0,0.0,1.9320000410079956,0.010999999940395355,0.0,0.0,4.488999843597412,0.0,0.0,0.0,0.0,2.9489998817443848,1.590999960899353,0.0,7.252999782562256,0.0,0.0,1.0
4.170000076293945,2.1143999099731445,0.0,0.0,0.0,0.0,0.0,30.799999237060547,1.0,1.0,0.0,0.0,2.4609999656677246,1.3930000066757202,8.722999572753906,1.0,0.9890000224113464,1.1440000534057617,0.0,0.0,0.0,1.1039999723434448,1.0,0.0,0.0,0.0,2.2139999866485596,-0.20399999618530273,0.0,0.0,1.5420000553131104,0.0,0.0,0.0,0.0,3.315000057220459,1.9670000076293945,0.0,7.256999969482422,0.0,0.0,1.0
3.931999921798706,3.251199960708618,0.0,0.0,0.0,0.0,0.0,26.700000762939453,2.0,4.0,0.0,0.0,3.2790000438690186,2.5850000381469727,9.109999656677246,0.0,1.0089999437332153,1.1519999504089355,0.0,0.0,0.0,1.0920000076293945,0.0,0.0,0.0,0.0,1.9420000314712524,-0.00800000037997961,0.0,0.0,4.890999794006348,0.0,0.0,0.0,1.0,3.0759999752044678,2.4170000553131104,0.0,7.60099983215332,0.0,0.0,1.0
3.0,2.7098000049591064,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2.0999999046325684,0.9179999828338623,6.593999862670898,0.0,1.1080000400543213,1.1670000553131104,0.0,0.0,0.0,1.0240000486373901,0.0,0.0,0.0,0.0,1.4140000343322754,1.0729999542236328,0.0,8.361000061035156,1.3329999446868896,0.0,0.0,0.0,1.0,3.0460000038146973,5.0,0.0,6.690000057220459,0.0,0.0,1.0
4.236000061035156,3.394399881362915,0.0,0.0,0.0,0.0,0.0,29.399999618530273,2.0,4.0,0.0,-0.2709999978542328,3.4489998817443848,2.753000020980835,9.527999877929688,2.0,1.003999948501587,1.1469999551773071,0.0,0.0,0.0,1.1369999647140503,0.0,0.0,0.0,0.0,1.9850000143051147,-0.0020000000949949026,0.0,10.347999572753906,5.5879998207092285,0.0,0.0,0.0,0.0,3.3510000705718994,2.4049999713897705,0.0,8.003000259399414,0.0,0.0,1.0
4.236000061035156,3.4286000728607178,0.0,0.0,0.0,0.0,0.0,28.600000381469727,2.0,4.0,0.0,-0.2750000059604645,3.312999963760376,2.5220000743865967,9.383000373840332,1.0,1.0140000581741333,1.1490000486373901,0.0,0.0,0.0,1.11899995803833,0.0,0.0,0.0,0.0,1.9800000190734863,-0.00800000037997961,0.0,10.276000022888184,4.745999813079834,0.0,0.0,0.0,0.0,3.3510000705718994,2.555999994277954,0.0,7.9039998054504395,0.0,0.0,1.0
5.0,5.047599792480469,1.0,0.0,0.0,0.0,0.0,11.100000381469727,0.0,3.0,0.0,0.0,2.871999979019165,0.722000002861023,9.656999588012695,0.0,1.0920000076293945,1.152999997138977,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,2.0,0.44600000977516174,0.0,18.375,0.800000011920929,0.0,0.0,0.0,1.0,4.711999893188477,4.583000183105469,0.0,9.303000450134277,0.0,0.0,1.0
4.525000095367432,3.8301000595092773,0.0,0.0,0.0,0.0,0.0,31.600000381469727,3.0,2.0,0.0,-0.039000000804662704,3.4179999828338623,2.4679999351501465,9.78600025177002,5.0,0.9800000190734863,1.1419999599456787,0.0,0.0,0.0,1.1790000200271606,0.0,0.0,0.0,0.0,2.11899995803833,-0.0020000000949949026,0.0,11.114999771118164,3.8889999389648438,0.0,0.0,0.0,0.0,3.378999948501587,2.1429998874664307,0.0,7.949999809265137,0.0,0.0,1.0
4.5960001945495605,3.077699899673462,0.0,0.0,0.0,0.0,2.0,44.400001525878906,2.0,0.0,0.0,0.0,2.9700000286102295,0.875,9.539999961853027,0.0,0.9679999947547913,1.1150000095367432,0.0,0.0,0.0,1.3279999494552612,1.0,0.0,0.0,0.0,2.174999952316284,0.04100000113248825,0.0,0.0,1.069000005722046,0.0,0.0,0.0,0.0,3.625999927520752,1.9170000553131104,0.0,7.939000129699707,0.0,0.0,1.0
5.039999961853027,3.6112000942230225,0.0,0.0,1.0,0.0,2.0,41.20000076293945,0.0,4.0,3.0,-1.2899999618530273,3.4830000400543213,1.2580000162124634,10.159000396728516,8.0,1.069000005722046,1.1269999742507935,0.0,1.0,0.0,1.1990000009536743,1.0,0.0,0.0,0.0,2.322999954223633,0.004999999888241291,0.0,30.958999633789062,1.7109999656677246,0.0,1.0,2.0,1.0,3.888000011444092,3.5,1.0,8.706000328063965,0.0,0.0,1.0
4.909999847412109,2.7414000034332275,0.0,0.0,0.0,0.0,2.0,52.900001525878906,0.0,2.0,0.0,-0.3019999861717224,3.364000082015991,0.6290000081062317,10.0600004196167,5.0,1.0180000066757202,1.0980000495910645,0.0,0.0,0.0,1.2790000438690186,3.0,0.0,0.0,0.0,2.3329999446868896,0.004000000189989805,0.0,10.717000007629395,1.2070000171661377,0.0,1.0,0.0,0.0,3.7669999599456787,2.5,0.0,8.427000045776367,0.0,0.0,1.0
3.618000030517578,2.1905999183654785,0.0,0.0,0.0,0.0,0.0,29.399999618530273,2.0,0.0,0.0,0.0,2.3329999446868896,1.5219999551773071,7.853000164031982,0.0,0.9589999914169312,1.1469999551773071,0.0,0.0,0.0,1.1779999732971191,0.0,0.0,0.0,0.0,1.7319999933242798,0.2939999997615814,0.0,0.0,2.0940001010894775,0.0,0.0,0.0,0.0,2.7939999103546143,1.7000000476837158,0.0,6.333000183105469,0.0,0.0,1.0
4.214000225067139,2.62719988822937,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,2.5230000019073486,1.4589999914169312,8.755000114440918,0.0,0.9589999914169312,1.1449999809265137,0.0,0.0,0.0,1.2130000591278076,0.0,0.0,0.0,0.0,1.9019999504089355,-0.1809999942779541,0.0,0.0,2.052000045776367,0.0,0.0,0.0,0.0,2.997999906539917,1.722000002861023,0.0,6.769999980926514,0.0,0.0,1.0
3.7320001125335693,2.339099884033203,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,2.510999917984009,1.5850000381469727,8.15999984741211,0.0,0.9589999914169312,1.1449999809265137,0.0,0.0,0.0,1.1959999799728394,0.0,0.0,0.0,0.0,1.8020000457763672,-0.1809999942779541,0.0,0.0,2.48799991607666,0.0,0.0,0.0,0.0,2.8459999561309814,1.6670000553131104,0.0,6.557000160217285,0.0,0.0,1.0
3.878999948501587,2.595099925994873,0.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,2.9079999923706055,2.2809998989105225,8.743000030517578,0.0,0.9599999785423279,1.1430000066757202,0.0,0.0,0.0,1.2020000219345093,0.0,0.0,0.0,0.0,1.9019999504089355,0.035999998450279236,0.0,0.0,3.684999942779541,0.0,0.0,0.0,0.0,2.9240000247955322,1.6109999418258667,0.0,7.0289998054504395,0.0,0.0,1.0
3.941999912261963,2.771899938583374,1.0,0.0,0.0,0.0,0.0,31.600000381469727,2.0,0.0,0.0,0.0,3.440000057220459,2.7769999504089355,9.206999778747559,0.0,0.968999981880188,1.1410000324249268,0.0,0.0,0.0,1.2200000286102295,0.0,0.0,1.0,0.0,1.9500000476837158,0.003000000026077032,0.0,0.0,5.294000148773193,0.0,0.0,0.0,0.0,3.5420000553131104,1.7389999628067017,0.0,8.126999855041504,0.0,1.0,1.0
3.9660000801086426,2.8519999980926514,1.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,4.074999809265137,3.1459999084472656,9.522000312805176,0.0,0.9649999737739563,1.1380000114440918,0.0,0.0,0.0,1.2430000305175781,0.0,1.0,0.0,0.0,1.9700000286102295,0.0,1.0,0.0,6.908999919891357,0.0,0.0,0.0,0.0,6.866000175476074,1.6030000448226929,0.0,11.57800006866455,0.0,1.0,1.0
3.7320001125335693,2.3761000633239746,0.0,0.0,1.0,0.0,0.0,26.299999237060547,2.0,0.0,1.0,0.0,2.5320000648498535,1.5850000381469727,8.15999984741211,0.0,0.968999981880188,1.156999945640564,0.0,0.0,0.0,1.1519999504089355,0.0,0.0,0.0,0.0,1.8020000457763672,-0.19499999284744263,0.0,0.0,2.48799991607666,0.0,0.0,1.0,2.0,2.8580000400543213,2.0,1.0,6.598999977111816,0.0,0.0,1.0
4.0,2.6263999938964844,0.0,0.0,0.0,0.0,0.0,23.100000381469727,0.0,0.0,0.0,0.0,2.1670000553131104,0.8109999895095825,8.317999839782715,0.0,0.972000002861023,1.1660000085830688,0.0,0.0,0.0,1.1820000410079956,0.0,0.0,0.0,0.0,1.7319999933242798,-0.5220000147819519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.990999937057495,2.0,1.0,6.578999996185303,0.0,0.0,1.0
2.0,1.1520999670028687,0.0,0.0,0.0,0.0,0.0,16.700000762939453,1.0,1.0,0.0,0.0,1.5490000247955322,0.0,4.173999786376953,0.0,1.0160000324249268,1.1729999780654907,0.0,0.0,0.0,0.9300000071525574,0.0,0.0,0.0,0.0,1.0,-1.0989999771118164,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.2790000438690186,4.0,0.0,4.947999954223633,0.0,0.0,1.0
3.7320001125335693,2.4061999320983887,0.0,0.0,0.0,0.0,0.0,27.799999237060547,2.0,1.0,0.0,0.0,2.555000066757202,1.5850000381469727,8.15999984741211,1.0,0.9789999723434448,1.149999976158142,0.0,0.0,0.0,1.1339999437332153,0.0,0.0,0.0,0.0,1.8020000457763672,-0.20499999821186066,0.0,0.0,2.48799991607666,0.0,0.0,0.0,1.0,2.874000072479248,2.3329999446868896,0.0,6.64900016784668,0.0,0.0,1.0
4.0,2.3698999881744385,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,0.0,2.2730000019073486,1.0,8.482000350952148,0.0,0.9980000257492065,1.1460000276565552,0.0,0.0,0.0,1.090000033378601,1.0,0.0,0.0,0.0,2.1700000762939453,0.3400000035762787,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.302000045776367,2.0829999446868896,0.0,7.173999786376953,0.0,0.0,1.0
3.4140000343322754,2.252500057220459,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,2.243000030517578,1.0,7.4079999923706055,0.0,1.031000018119812,1.1660000085830688,0.0,0.0,0.0,0.9800000190734863,0.0,0.0,0.0,0.0,1.6180000305175781,-0.6420000195503235,0.0,0.0,1.7070000171661377,0.0,0.0,0.0,2.0,2.816999912261963,3.75,0.0,6.320000171661377,0.0,0.0,1.0
4.170000076293945,2.8041999340057373,0.0,0.0,0.0,0.0,0.0,23.100000381469727,2.0,2.0,0.0,0.0,2.4489998817443848,0.9710000157356262,8.597000122070312,1.0,1.0149999856948853,1.159999966621399,0.0,0.0,0.0,1.0440000295639038,0.0,0.0,0.0,0.0,1.8480000495910645,0.39100000262260437,0.0,0.0,1.5420000553131104,0.0,0.0,0.0,2.0,3.046999931335449,3.367000102996826,0.0,6.7820000648498535,0.0,0.0,1.0
4.302999973297119,2.9558000564575195,0.0,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,0.0,2.6080000400543213,1.4589999914169312,8.8149995803833,2.0,1.0049999952316284,1.156000018119812,0.0,0.0,0.0,1.055999994277954,0.0,0.0,0.0,0.0,1.9320000410079956,-0.2290000021457672,0.0,0.0,1.7450000047683716,0.0,0.0,0.0,2.0,3.0829999446868896,3.055999994277954,0.0,6.914000034332275,0.0,0.0,1.0
3.4140000343322754,2.6294000148773193,0.0,0.0,0.0,0.0,0.0,37.5,1.0,1.0,0.0,0.0,2.3329999446868896,1.0,7.4079999923706055,1.0,1.0119999647140503,1.1299999952316284,0.0,0.0,0.0,1.215000033378601,0.0,0.0,0.0,0.0,1.6180000305175781,-0.6600000262260437,0.0,0.0,1.7070000171661377,0.0,0.0,0.0,1.0,3.187999963760376,3.5,0.0,7.034999847412109,0.0,0.0,1.0
