0,1,2,3,4,5,6
1.0,0.0,0.0,133.15086364746094,1.311692714691162,1620.2218017578125,0.0
1.0,0.0,0.0,126.72486114501953,1.30274498462677,1609.3348388671875,0.0
1.0,0.0,0.0,131.17385864257812,1.319031000137329,1568.9783935546875,0.0
1.0,0.0,0.0,129.47886657714844,1.2708781957626343,1695.0552978515625,0.0
1.0,0.0,0.0,127.26286315917969,1.3296366930007935,1647.72021484375,0.0
1.0,0.0,0.0,131.05886840820312,1.3104031085968018,2027.21142578125,0.0
1.0,0.0,0.0,138.44285583496094,1.3799055814743042,1918.75048828125,0.0
1.0,0.0,0.0,129.34686279296875,1.3056460618972778,1547.263671875,0.0
1.0,0.0,0.0,139.54286193847656,1.3746614456176758,1871.055908203125,0.0
1.0,0.0,0.0,132.6288604736328,1.3744343519210815,1884.680419921875,0.0
1.0,0.0,0.0,128.6848602294922,1.3193942308425903,1624.0115966796875,0.0
1.0,0.0,0.0,129.34686279296875,1.2108993530273438,1635.0440673828125,0.0
1.0,0.0,0.0,141.07286071777344,1.3362162113189697,2180.629150390625,0.0
1.0,0.0,0.0,130.8108673095703,1.248911738395691,1627.67138671875,0.0
1.0,0.0,0.0,131.86886596679688,1.2990635633468628,1677.2474365234375,0.0
1.0,0.0,0.0,128.61886596679688,1.225879192352295,1517.0391845703125,0.0
1.0,0.0,0.0,127.1298599243164,1.270321011543274,1739.2830810546875,0.0
1.0,0.0,0.0,135.84686279296875,1.366889476776123,1640.1865234375,0.0
1.0,0.0,0.0,127.75885772705078,1.3621881008148193,1549.720947265625,0.0
1.0,0.0,0.0,134.32485961914062,1.3019963502883911,1785.0582275390625,0.0
1.0,0.0,0.0,127.92385864257812,1.3274691104888916,1560.581787109375,0.0
1.0,0.0,0.0,128.8008575439453,1.2425984144210815,1519.8470458984375,0.0
1.0,0.0,0.0,132.42286682128906,1.2369741201400757,1655.2049560546875,0.0
1.0,0.0,0.0,129.2888641357422,1.2554081678390503,1590.0421142578125,0.0
1.0,0.0,0.0,136.11085510253906,1.2721216678619385,1819.0201416015625,0.0
1.0,0.0,0.0,131.32286071777344,1.2625070810317993,1662.386962890625,0.0
1.0,0.0,0.0,134.2588653564453,1.2774490118026733,1655.1868896484375,0.0
1.0,0.0,0.0,134.50686645507812,1.362977385520935,1745.60009765625,0.0
1.0,0.0,0.0,131.70286560058594,1.3371546268463135,1855.10498046875,0.0
1.0,0.0,0.0,134.82086181640625,1.249143362045288,1623.2069091796875,0.0
1.0,0.0,0.0,130.32286071777344,1.258017659187317,1679.9119873046875,0.0
1.0,0.0,0.0,128.46986389160156,1.304330587387085,1668.804931640625,0.0
1.0,0.0,0.0,129.81785583496094,1.2963672876358032,1791.8355712890625,0.0
1.0,0.0,0.0,123.26885986328125,1.1755590438842773,1647.619140625,0.0
1.0,0.0,0.0,123.34286499023438,1.3432221412658691,1700.9000244140625,0.0
1.0,0.0,0.0,133.0348663330078,1.2509480714797974,1718.3673095703125,0.0
1.0,0.0,0.0,129.16485595703125,1.2346116304397583,1630.9169921875,0.0
1.0,0.0,0.0,133.2328643798828,1.3696478605270386,1747.263916015625,0.0
1.0,0.0,0.0,130.1568603515625,1.2877063751220703,1668.6009521484375,0.0
1.0,0.0,0.0,123.88786315917969,1.2882047891616821,1664.2393798828125,0.0
1.0,0.0,0.0,130.69485473632812,1.3435570001602173,1685.0562744140625,0.0
1.0,0.0,0.0,122.44886016845703,1.2129402160644531,1618.5269775390625,0.0
1.0,0.0,0.0,127.94886016845703,1.3179558515548706,1595.632080078125,0.0
1.0,0.0,0.0,132.97686767578125,1.3028483390808105,1628.6798095703125,0.0
1.0,0.0,0.0,128.91685485839844,1.2190170288085938,1648.696044921875,0.0
1.0,0.0,0.0,136.22686767578125,1.329886555671692,1877.636474609375,0.0
1.0,0.0,0.0,134.82086181640625,1.2769984006881714,1897.1966552734375,0.0
1.0,0.0,0.0,134.24986267089844,1.2854318618774414,1949.581298828125,0.0
1.0,0.0,0.0,125.1368637084961,1.2985483407974243,1622.16845703125,0.0
1.0,0.0,0.0,130.578857421875,1.268686056137085,1596.7880859375,0.0
1.0,0.0,0.0,124.3848648071289,1.3647775650024414,1788.180419921875,0.0
1.0,0.0,0.0,134.8048553466797,1.2922354936599731,1619.9329833984375,0.0
1.0,0.0,0.0,124.1368637084961,1.2636163234710693,1560.0341796875,0.0
1.0,0.0,0.0,128.12286376953125,1.2389589548110962,1508.249267578125,0.0
1.0,0.0,0.0,127.76686096191406,1.2326228618621826,1604.7801513671875,0.0
