0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.8590362071990967,0.9278245568275452,0.25286561250686646,0.2988383173942566,0.1705213040113449,0.7359360456466675,0.4283254146575928,0.5679469704627991,0.4743695855140686,0.24567484855651855,0.10422586649656296,0.8690906763076782,0.9975184798240662,0.448620080947876,0.307521790266037,0.858310341835022,0.7969972491264343,0.8698930144309998,0.0
0.6060410141944885,0.4577283561229706,0.3594484329223633,0.3069573640823364,0.8433307409286499,0.9348506331443787,0.44457247853279114,0.8280149102210999,0.2966177463531494,0.6168699264526367,0.9757855534553528,0.9143436551094055,0.8452471494674683,0.8641518950462341,0.3467126786708832,0.3565734028816223,0.43844717741012573,0.5122561454772949,1.0
0.9975997805595398,0.3732384741306305,0.5173993706703186,0.5049925446510315,0.6189033389091492,0.6055708527565002,0.7462253570556641,0.19592829048633575,0.815666913986206,0.6793550252914429,0.8034130930900574,0.6439951658248901,0.7184411287307739,0.9247750639915466,0.31537139415740967,0.2506423592567444,0.2856355309486389,0.36585795879364014,1.0
0.7834078669548035,0.10405531525611877,0.19753269851207733,0.4218371510505676,0.7420556545257568,0.49082788825035095,0.00552543718367815,0.392123281955719,0.010014895349740982,0.4714626967906952,0.5978788733482361,0.7616587281227112,0.3627505600452423,0.9128190875053406,0.9779711961746216,0.8459212183952332,0.6994309425354004,0.4759867489337921,1.0
0.4062495231628418,0.5131992697715759,0.061811577528715134,0.6358367204666138,0.8447974920272827,0.4415022134780884,0.19192644953727722,0.4875461161136627,0.3585335910320282,0.5515432357788086,0.7438765168190002,0.31234943866729736,0.6502228379249573,0.5222610235214233,0.04354476556181908,0.3766601085662842,0.28009775280952454,0.13228288292884827,1.0
0.04137947037816048,0.629025936126709,0.3033801019191742,0.8134075999259949,0.22281712293624878,0.97120600938797,0.6097782850265503,0.6478038430213928,0.7379138469696045,0.4409432113170624,0.035982366651296616,0.6158676743507385,0.017487185075879097,0.9323195219039917,0.3293180465698242,0.95412278175354,0.1353789120912552,0.29480478167533875,1.0
0.16105006635189056,0.5488384962081909,0.15358345210552216,0.6544153690338135,0.1403462141752243,0.7966458797454834,0.40583962202072144,0.6626356244087219,0.04942668601870537,0.5785195231437683,0.26485466957092285,0.959217369556427,0.6981068253517151,0.46735894680023193,0.6370776891708374,0.011251330375671387,0.14732515811920166,0.21381424367427826,1.0
0.4152989983558655,0.8987313508987427,0.9318217635154724,0.9166479110717773,0.39910563826560974,0.009445114992558956,0.8462574481964111,0.6837725639343262,0.3973064422607422,0.886768102645874,0.5224278569221497,0.6947735548019409,0.8865222930908203,0.4116728901863098,0.48110803961753845,0.9265463948249817,0.026430871337652206,0.09273955225944519,1.0
0.16675788164138794,0.3529718518257141,0.9881206154823303,0.28707030415534973,0.5636255741119385,0.40270787477493286,0.3809317350387573,0.47919124364852905,0.060165293514728546,0.23652444779872894,0.2904837131500244,0.3918330669403076,0.2549442946910858,0.48839959502220154,0.0536835640668869,0.8622255921363831,0.41505512595176697,0.4871259033679962,1.0
0.6556260585784912,0.4139307141304016,0.8052884936332703,0.16348586976528168,0.8619017004966736,0.9475945234298706,0.5465636849403381,0.42614099383354187,0.4170803129673004,0.9456095695495605,0.32538750767707825,0.6665267944335938,0.3742700517177582,0.10029134899377823,0.213290274143219,0.22285966575145721,0.007286212407052517,0.42002737522125244,1.0
0.5900079607963562,0.293692409992218,0.42349785566329956,0.329803466796875,0.45783770084381104,0.8297823071479797,0.49776673316955566,0.15944033861160278,0.9711218476295471,0.4923425316810608,0.0842689722776413,0.9743339419364929,0.9264239072799683,0.2954259216785431,0.8042124509811401,0.8708400130271912,0.5462950468063354,0.8848710656166077,1.0
0.8819290995597839,0.42491614818573,0.903222382068634,0.1733059138059616,0.7910053730010986,0.47618353366851807,0.6811758279800415,0.9058438539505005,0.8284154534339905,0.08371733129024506,0.5205666422843933,0.07291534543037415,0.9480946660041809,0.9996159076690674,0.7284591197967529,0.28588834404945374,0.21088963747024536,0.8335898518562317,1.0
0.9610102772712708,0.9769068360328674,0.8579287528991699,0.6149712204933167,0.615515947341919,0.3527691960334778,0.8339599967002869,0.09509175270795822,0.23089253902435303,0.9548332691192627,0.5771817564964294,0.7835114598274231,0.5304246544837952,0.17516976594924927,0.544458270072937,0.08139243721961975,0.7330148816108704,0.5313688516616821,0.0
