0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
42.0,50.0,270900.0,270944.0,267.0,17.0,44.0,24220.0,76.0,108.0,1687.0,1.0,0.0,80.0,0.049800001084804535,0.24150000512599945,0.1817999929189682,0.004699999932199717,0.4706000089645386,1.0,1.0,2.426500082015991,0.9031000137329102,1.6434999704360962,0.8181999921798706,-0.2912999987602234,0.5821999907493591,4.0
645.0,651.0,2538079.0,2538108.0,108.0,10.0,30.0,11397.0,84.0,123.0,1687.0,1.0,0.0,80.0,0.7646999955177307,0.37929999828338623,0.2069000005722046,0.003599999938160181,0.6000000238418579,0.96670001745224,1.0,2.033400058746338,0.7781999707221985,1.462399959564209,0.7930999994277954,-0.17560000717639923,0.29840001463890076,4.0
829.0,835.0,1553913.0,1553931.0,71.0,8.0,19.0,7972.0,99.0,125.0,1623.0,1.0,0.0,100.0,0.9710000157356262,0.3425999879837036,0.33329999446868896,0.003700000001117587,0.75,0.9473999738693237,1.0,1.8513000011444092,0.7781999707221985,1.2553000450134277,0.666700005531311,-0.12280000001192093,0.2150000035762787,4.0
853.0,860.0,369370.0,369415.0,176.0,13.0,45.0,18996.0,99.0,126.0,1353.0,0.0,1.0,290.0,0.7286999821662903,0.44130000472068787,0.15559999644756317,0.005200000014156103,0.5385000109672546,1.0,1.0,2.245500087738037,0.8450999855995178,1.6532000303268433,0.8443999886512756,-0.15680000185966492,0.5212000012397766,4.0
1289.0,1306.0,498078.0,498335.0,2409.0,60.0,260.0,246930.0,37.0,126.0,1353.0,0.0,1.0,185.0,0.06949999928474426,0.44859999418258667,0.06620000302791595,0.012600000016391277,0.2833000123500824,0.9884999990463257,1.0,3.3817999362945557,1.2304999828338623,2.409899950027466,0.9337999820709229,-0.19920000433921814,1.0,4.0
430.0,441.0,100250.0,100337.0,630.0,20.0,87.0,62357.0,64.0,127.0,1387.0,0.0,1.0,40.0,0.6200000047683716,0.3416999876499176,0.12639999389648438,0.007899999618530273,0.550000011920929,1.0,1.0,2.799299955368042,1.0413999557495117,1.9394999742507935,0.8736000061035156,-0.22669999301433563,0.9873999953269958,4.0
413.0,446.0,138468.0,138883.0,9052.0,230.0,432.0,1481991.0,23.0,199.0,1687.0,0.0,1.0,150.0,0.4896000027656555,0.33899998664855957,0.0794999971985817,0.019600000232458115,0.14350000023841858,0.9606999754905701,1.0,3.956700086593628,1.5184999704360962,2.6180999279022217,0.9204999804496765,0.2791000008583069,1.0,4.0
190.0,200.0,210936.0,210956.0,132.0,11.0,20.0,20007.0,124.0,172.0,1687.0,0.0,1.0,150.0,0.22529999911785126,0.3400000035762787,0.5,0.005900000222027302,0.9090999960899353,1.0,1.0,2.1205999851226807,1.0,1.3009999990463257,0.5,0.18410000205039978,0.3359000086784363,4.0
330.0,343.0,429227.0,429253.0,264.0,15.0,26.0,29748.0,53.0,148.0,1687.0,0.0,1.0,150.0,0.3912000060081482,0.21889999508857727,0.5,0.007699999958276749,0.8666999936103821,1.0,1.0,2.421600103378296,1.1138999462127686,1.4149999618530273,0.5,-0.11969999969005585,0.5593000054359436,4.0
74.0,90.0,779144.0,779308.0,1506.0,46.0,167.0,180215.0,53.0,143.0,1687.0,0.0,1.0,150.0,0.0877000018954277,0.4260999858379364,0.09759999811649323,0.009499999694526196,0.34779998660087585,0.9819999933242798,1.0,3.177799940109253,1.2041000127792358,2.2147998809814453,0.902400016784668,-0.06509999930858612,1.0,4.0
106.0,118.0,813452.0,813500.0,442.0,13.0,48.0,50393.0,76.0,143.0,1687.0,0.0,1.0,150.0,0.1256999969482422,0.23260000348091125,0.25,0.0071000000461936,0.9230999946594238,1.0,1.0,2.645400047302246,1.079200029373169,1.6812000274658203,0.75,-0.10930000245571136,0.8611999750137329,4.0
505.0,515.0,106604.0,106668.0,284.0,42.0,69.0,31062.0,97.0,119.0,1687.0,0.0,1.0,150.0,0.5986999869346619,0.5562000274658203,0.15629999339580536,0.005900000222027302,0.23810000717639923,0.9275000095367432,1.0,2.4532999992370605,1.0,1.8062000274658203,0.8438000082969666,-0.14550000429153442,0.9047999978065491,4.0
46.0,58.0,179258.0,179312.0,480.0,15.0,54.0,61966.0,102.0,158.0,1687.0,0.0,1.0,150.0,0.054499998688697815,0.25929999351501465,0.22220000624656677,0.0071000000461936,0.800000011920929,1.0,1.0,2.6812000274658203,1.079200029373169,1.7323999404907227,0.7778000235557556,0.00860000029206276,0.9093000292778015,4.0
581.0,590.0,230644.0,230704.0,433.0,22.0,60.0,38917.0,62.0,111.0,1687.0,0.0,1.0,150.0,0.6887999773025513,0.1981000006198883,0.15000000596046448,0.0052999998442828655,0.4090999960899353,1.0,1.0,2.6364998817443848,0.954200029373169,1.7781000137329102,0.8500000238418579,-0.2978000044822693,0.8299000263214111,4.0
451.0,466.0,368143.0,368208.0,728.0,30.0,68.0,69258.0,36.0,133.0,1687.0,0.0,1.0,150.0,0.5346999764442444,0.2533000111579895,0.23080000281333923,0.008899999782443047,0.5,0.9559000134468079,1.0,2.8620998859405518,1.1761000156402588,1.8128999471664429,0.7692000269889832,-0.25679999589920044,0.9887999892234802,4.0
669.0,684.0,491552.0,491684.0,1097.0,59.0,133.0,119540.0,50.0,134.0,1687.0,0.0,1.0,150.0,0.7930999994277954,0.44600000977516174,0.1136000007390976,0.008899999782443047,0.2542000114917755,0.9925000071525574,1.0,3.0401999950408936,1.1761000156402588,2.1205999851226807,0.8863999843597412,-0.14869999885559082,1.0,4.0
156.0,192.0,713788.0,714056.0,5044.0,167.0,282.0,570911.0,11.0,143.0,1687.0,0.0,1.0,150.0,0.18490000069141388,0.4772000014781952,0.13429999351501465,0.021299999207258224,0.21559999883174896,0.9502999782562256,1.0,3.7028000354766846,1.5563000440597534,2.428100109100342,0.8657000064849854,-0.11569999903440475,1.0,4.0
90.0,104.0,751059.0,751132.0,552.0,38.0,76.0,59750.0,79.0,134.0,1687.0,0.0,1.0,150.0,0.10670000314712524,0.45989999175071716,0.19179999828338623,0.008299999870359898,0.3684000074863434,0.9605000019073486,1.0,2.7418999671936035,1.1461000442504883,1.8632999658584595,0.8082000017166138,-0.1543000042438507,0.9918000102043152,4.0
82.0,89.0,844704.0,844729.0,137.0,8.0,25.0,14907.0,92.0,126.0,1687.0,0.0,1.0,150.0,0.09719999879598618,0.21709999442100525,0.2800000011920929,0.004100000020116568,0.875,1.0,1.0,2.136699914932251,0.8450999855995178,1.3978999853134155,0.7200000286102295,-0.14990000426769257,0.29980000853538513,4.0
1601.0,1613.0,21349.0,21376.0,209.0,15.0,27.0,24807.0,96.0,141.0,1687.0,0.0,1.0,200.0,0.0877000018954277,0.3549000024795532,0.44440001249313354,0.0071000000461936,0.800000011920929,1.0,1.0,2.3201000690460205,1.079200029373169,1.431399941444397,0.5555999875068665,-0.07270000129938126,0.5361999869346619,4.0
17.0,28.0,42683.0,42717.0,284.0,18.0,34.0,32604.0,87.0,141.0,1687.0,0.0,1.0,200.0,0.02019999921321869,0.24060000479221344,0.32350000739097595,0.006500000134110451,0.6111000180244446,1.0,1.0,2.4532999992370605,1.0413999557495117,1.531499981880188,0.6765000224113464,-0.1031000018119812,0.6172999739646912,4.0
43.0,52.0,86284.0,86313.0,153.0,13.0,29.0,17753.0,101.0,134.0,1687.0,0.0,1.0,200.0,0.050999999046325684,0.4138000011444092,0.31029999256134033,0.0052999998442828655,0.692300021648407,1.0,1.0,2.1847000122070312,0.954200029373169,1.462399959564209,0.6897000074386597,-0.09350000321865082,0.4316999912261963,4.0
63.0,72.0,115485.0,115504.0,106.0,10.0,19.0,13829.0,107.0,150.0,1687.0,0.0,1.0,200.0,0.0746999979019165,0.3801000118255615,0.47369998693466187,0.0052999998442828655,0.8999999761581421,1.0,1.0,2.0253000259399414,0.954200029373169,1.2786999940872192,0.5263000130653381,0.019200000911951065,0.29420000314712524,4.0
82.0,92.0,149044.0,149083.0,264.0,15.0,39.0,32175.0,92.0,141.0,1687.0,0.0,1.0,200.0,0.09719999879598618,0.3231000006198883,0.2563999891281128,0.005900000222027302,0.666700005531311,1.0,1.0,2.421600103378296,1.0,1.5910999774932861,0.7436000108718872,-0.0478999987244606,0.6421999931335449,4.0
75.0,84.0,184350.0,184383.0,201.0,17.0,35.0,27349.0,123.0,148.0,1687.0,0.0,1.0,200.0,0.08889999985694885,0.323199987411499,0.2727000117301941,0.0052999998442828655,0.5293999910354614,0.9429000020027161,1.0,2.3032000064849854,0.954200029373169,1.5184999704360962,0.7272999882698059,0.06300000101327896,0.49129998683929443,4.0
1363.0,1372.0,2128884.0,2128907.0,171.0,9.0,23.0,16645.0,77.0,111.0,1373.0,0.0,1.0,40.0,0.001500000013038516,0.17389999330043793,0.3912999927997589,0.006599999964237213,1.0,1.0,1.0,2.2330000400543213,0.954200029373169,1.3617000579833984,0.6086999773979187,-0.2395000010728836,0.3463999927043915,4.0
1358.0,1372.0,2356396.0,2356435.0,395.0,19.0,39.0,38722.0,75.0,118.0,1373.0,0.0,1.0,40.0,0.001500000013038516,0.2766000032424927,0.35899999737739563,0.010200000368058681,0.7368000149726868,1.0,1.0,2.59660005569458,1.1461000442504883,1.5910999774932861,0.640999972820282,-0.23409999907016754,0.8355000019073486,4.0
1404.0,1410.0,5202306.0,5202324.0,85.0,9.0,18.0,8948.0,97.0,119.0,1627.0,0.0,1.0,40.0,0.2667999863624573,0.21299999952316284,0.33329999446868896,0.003700000001117587,0.666700005531311,1.0,1.0,1.9293999671936035,0.7781999707221985,1.2553000450134277,0.666700005531311,-0.17759999632835388,0.2150000035762787,4.0
1281.0,1302.0,4332564.0,4332815.0,3214.0,92.0,253.0,368381.0,33.0,140.0,1373.0,0.0,1.0,40.0,0.10339999943971634,0.3901999890804291,0.08370000123977661,0.015300000086426735,0.22830000519752502,0.9921000003814697,1.0,3.5071001052856445,1.3221999406814575,2.3996999263763428,0.9162999987602234,-0.10450000315904617,1.0,4.0
49.0,62.0,4822354.0,4822392.0,386.0,15.0,38.0,36875.0,51.0,124.0,1373.0,0.0,1.0,40.0,0.0714000016450882,0.21860000491142273,0.34209999442100525,0.009499999694526196,0.8666999936103821,1.0,1.0,2.5866000652313232,1.1138999462127686,1.579800009727478,0.6578999757766724,-0.25369998812675476,0.7821999788284302,4.0
830.0,837.0,1874382.0,1874415.0,182.0,9.0,33.0,20751.0,99.0,132.0,1373.0,0.0,1.0,40.0,0.7807999849319458,0.21209999918937683,0.21209999918937683,0.005100000184029341,0.7778000235557556,1.0,1.0,2.2600998878479004,0.8450999855995178,1.5184999704360962,0.7878999710083008,-0.10930000245571136,0.38339999318122864,4.0
91.0,104.0,2378173.0,2378236.0,527.0,19.0,63.0,48793.0,47.0,125.0,1387.0,0.0,1.0,40.0,0.13120000064373016,0.3564999997615814,0.20630000531673431,0.009399999864399433,0.6841999888420105,1.0,1.0,2.7218000888824463,1.1138999462127686,1.799299955368042,0.7936000227928162,-0.2766999900341034,0.9690999984741211,4.0
161.0,168.0,2891780.0,2891804.0,158.0,9.0,24.0,16680.0,80.0,119.0,1387.0,0.0,1.0,40.0,0.2321999967098236,0.05950000137090683,0.29170000553131104,0.004999999888241291,0.7778000235557556,1.0,1.0,2.198699951171875,0.8450999855995178,1.3802000284194946,0.708299994468689,-0.17520000040531158,0.29010000824928284,4.0
1328.0,1338.0,2691161.0,2691189.0,214.0,10.0,28.0,19762.0,70.0,111.0,1387.0,0.0,1.0,50.0,0.07069999724626541,0.23569999635219574,0.3571000099182129,0.007199999876320362,1.0,1.0,1.0,2.330399990081787,1.0,1.4471999406814575,0.6428999900817871,-0.2784999907016754,0.46299999952316284,4.0
1251.0,1274.0,3874199.0,3874261.0,994.0,29.0,62.0,68851.0,15.0,119.0,1387.0,0.0,1.0,50.0,0.16290000081062317,0.3028999865055084,0.3709999918937683,0.016599999740719795,0.7930999994277954,1.0,1.0,2.9974000453948975,1.3617000579833984,1.7924000024795532,0.6290000081062317,-0.45879998803138733,0.9994000196456909,4.0
733.0,745.0,3957796.0,3957839.0,367.0,16.0,43.0,35856.0,55.0,127.0,1387.0,0.0,1.0,50.0,0.9257000088691711,0.2888000011444092,0.2791000008583069,0.008700000122189522,0.75,1.0,1.0,2.56469988822937,1.079200029373169,1.6334999799728394,0.7208999991416931,-0.23669999837875366,0.8061000108718872,4.0
12.0,24.0,304433.0,304472.0,320.0,15.0,39.0,32705.0,55.0,125.0,1353.0,0.0,1.0,70.0,0.01769999973475933,0.31619998812675476,0.3077000081539154,0.008899999782443047,0.800000011920929,1.0,1.0,2.505199909210205,1.079200029373169,1.5910999774932861,0.692300021648407,-0.20149999856948853,0.7512000203132629,4.0
162.0,172.0,505964.0,506035.0,378.0,34.0,72.0,43323.0,77.0,135.0,1353.0,0.0,1.0,70.0,0.2395000010728836,0.4675999879837036,0.14079999923706055,0.007400000002235174,0.29409998655319214,0.9861000180244446,1.0,2.577500104904175,1.0,1.8513000011444092,0.8590999841690063,-0.10459999740123749,0.9380999803543091,4.0
0.0,10.0,1701480.0,1701528.0,210.0,36.0,48.0,17413.0,73.0,100.0,1333.0,0.0,1.0,40.0,0.0,0.5625,0.20829999446868896,0.007499999832361937,0.2777999937534332,1.0,1.0,2.322200059890747,1.0,1.6812000274658203,0.791700005531311,-0.3522000014781952,0.7659000158309937,4.0
1617.0,1629.0,183688.0,183711.0,201.0,22.0,23.0,20993.0,79.0,126.0,1633.0,0.0,1.0,250.0,0.004900000058114529,0.271699994802475,0.5217000246047974,0.007400000002235174,0.5454000234603882,1.0,1.0,2.3032000064849854,1.079200029373169,1.3617000579833984,0.478300005197525,-0.18400000035762787,0.4564000070095062,4.0
1152.0,1162.0,284144.0,284198.0,386.0,35.0,54.0,44712.0,90.0,132.0,1687.0,0.0,1.0,200.0,0.6223999857902527,0.28519999980926514,0.18520000576972961,0.005900000222027302,0.2856999933719635,1.0,1.0,2.5866000652313232,1.0,1.7323999404907227,0.8148000240325928,-0.0949999988079071,0.8299000263214111,4.0
1259.0,1271.0,1918092.0,1918128.0,324.0,30.0,36.0,30269.0,65.0,124.0,1353.0,0.0,1.0,70.0,0.12120000272989273,0.25,0.33329999446868896,0.008899999782443047,0.4000000059604645,1.0,1.0,2.5106000900268555,1.079200029373169,1.5563000440597534,0.666700005531311,-0.2700999975204468,0.7037000060081482,4.0
1545.0,1557.0,19815.0,19841.0,234.0,20.0,26.0,23207.0,66.0,124.0,1627.0,0.0,1.0,40.0,0.0860000029206276,0.25,0.46149998903274536,0.007400000002235174,0.6000000238418579,1.0,1.0,2.3691999912261963,1.079200029373169,1.4149999618530273,0.5385000109672546,-0.22519999742507935,0.5162000060081482,4.0
1580.0,1590.0,3884411.0,3884461.0,340.0,30.0,50.0,34655.0,88.0,116.0,1627.0,0.0,1.0,40.0,0.045499999076128006,0.3199999928474426,0.20000000298023224,0.006099999882280827,0.33329999446868896,1.0,1.0,2.5315001010894775,1.0,1.6990000009536743,0.800000011920929,-0.2037000060081482,0.7889000177383423,4.0
450.0,458.0,1009978.0,1009999.0,98.0,16.0,21.0,10784.0,96.0,132.0,1690.0,1.0,0.0,60.0,0.5325000286102295,0.41670000553131104,0.38100001215934753,0.004699999932199717,0.5,1.0,1.0,1.9911999702453613,0.9031000137329102,1.3221999406814575,0.6190999746322632,-0.14030000567436218,0.29010000824928284,4.0
1625.0,1634.0,1702442.0,1702491.0,267.0,43.0,49.0,22785.0,67.0,110.0,1690.0,1.0,0.0,60.0,0.06629999727010727,0.3946000039577484,0.18369999527931213,0.0052999998442828655,0.2092999964952469,1.0,1.0,2.426500082015991,0.954200029373169,1.6901999711990356,0.8162999749183655,-0.33329999446868896,0.7160999774932861,4.0
1495.0,1502.0,3509718.0,3509731.0,56.0,12.0,13.0,5587.0,85.0,116.0,1686.0,1.0,0.0,60.0,0.218299999833107,0.3846000134944916,0.5385000109672546,0.004100000020116568,0.583299994468689,1.0,1.0,1.7482000589370728,0.8450999855995178,1.1138999462127686,0.46149998903274536,-0.22059999406337738,0.1965000033378601,4.0
958.0,964.0,3550754.0,3550771.0,71.0,11.0,17.0,7502.0,91.0,124.0,1682.0,1.0,0.0,60.0,0.8536999821662903,0.30390000343322754,0.3528999984264374,0.003599999938160181,0.5454000234603882,1.0,1.0,1.8513000011444092,0.7781999707221985,1.2304999828338623,0.6470999717712402,-0.1745000034570694,0.20829999446868896,4.0
1536.0,1548.0,43036.0,43048.0,90.0,14.0,12.0,7525.0,67.0,100.0,1688.0,1.0,0.0,60.0,0.16590000689029694,0.375,1.0,0.0071000000461936,0.8571000099182129,1.0,0.5,1.954200029373169,1.079200029373169,1.079200029373169,0.0,-0.3467999994754791,0.2583000063896179,4.0
780.0,787.0,1686880.0,1686891.0,55.0,9.0,11.0,6124.0,95.0,125.0,1690.0,1.0,0.0,60.0,0.9230999946594238,0.2856999933719635,0.6363999843597412,0.004100000020116568,0.7778000235557556,1.0,1.0,1.740399956703186,0.8450999855995178,1.0413999557495117,0.3635999858379364,-0.13009999692440033,0.18219999969005585,4.0
1140.0,1147.0,2379116.0,2379129.0,58.0,9.0,13.0,6567.0,100.0,132.0,1690.0,1.0,0.0,60.0,0.6425999999046326,0.3625999987125397,0.5385000109672546,0.004100000020116568,0.7778000235557556,1.0,1.0,1.7633999586105347,0.8450999855995178,1.1138999462127686,0.46149998903274536,-0.11540000140666962,0.1965000033378601,4.0
13.0,24.0,2512899.0,2512965.0,567.0,47.0,66.0,46365.0,51.0,109.0,1690.0,1.0,0.0,60.0,0.015399999916553497,0.21899999678134918,0.16670000553131104,0.006500000134110451,0.23399999737739563,1.0,1.0,2.7535998821258545,1.0413999557495117,1.8194999694824219,0.833299994468689,-0.3610999882221222,0.9440000057220459,4.0
11.0,20.0,2845229.0,2845256.0,182.0,20.0,27.0,16337.0,72.0,109.0,1688.0,1.0,0.0,60.0,0.013000000268220901,0.25099998712539673,0.33329999446868896,0.0052999998442828655,0.44999998807907104,1.0,1.0,2.2600998878479004,0.954200029373169,1.431399941444397,0.666700005531311,-0.2987000048160553,0.4025000035762787,4.0
1589.0,1599.0,3826564.0,3826588.0,154.0,20.0,24.0,13678.0,69.0,108.0,1650.0,1.0,0.0,69.0,0.061799999326467514,0.35830000042915344,0.41670000553131104,0.006099999882280827,0.5,1.0,1.0,2.1875,1.0,1.3802000284194946,0.583299994468689,-0.3061000108718872,0.3977000117301941,4.0
765.0,774.0,4157586.0,4157620.0,188.0,20.0,34.0,20528.0,95.0,125.0,1648.0,1.0,0.0,69.0,0.9283999800682068,0.3856000006198883,0.2646999955177307,0.005499999970197678,0.44999998807907104,1.0,1.0,2.274199962615967,0.954200029373169,1.531499981880188,0.7353000044822693,-0.1468999981880188,0.5062999725341797,4.0
1268.0,1277.0,5437033.0,5437060.0,146.0,20.0,27.0,15572.0,88.0,126.0,1646.0,1.0,0.0,69.0,0.44839999079704285,0.3991999924182892,0.33329999446868896,0.005499999970197678,0.44999998807907104,1.0,1.0,2.164400100708008,0.954200029373169,1.431399941444397,0.666700005531311,-0.16670000553131104,0.4025000035762787,4.0
